"measure_id","measure_name","location_id","location_name","race_group","sex_id","sex_name","age_group_id","age_group_name","year_id","metric_id","metric_name","val","lower","upper"
25,"Maternal mortality ratio","01","Alabama","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",78.16197372,55.0357767,114.388424
25,"Maternal mortality ratio","02","Alaska","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",33.08788115,2.75509422,340.536865
25,"Maternal mortality ratio","04","Arizona","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",122.813615,60.27174886,235.3327343
25,"Maternal mortality ratio","05","Arkansas","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",88.90109102,57.48899695,134.3361186
25,"Maternal mortality ratio","06","California","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",48.99055371,27.26109946,81.05808862
25,"Maternal mortality ratio","08","Colorado","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",29.43045472,8.681108384,78.61733378
25,"Maternal mortality ratio","09","Connecticut","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",50.55092396,26.31656773,95.32591481
25,"Maternal mortality ratio","10","Delaware","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",56.93410285,32.63918307,102.2288192
25,"Maternal mortality ratio","11","District of Columbia","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",107.4220279,68.79812518,165.4736031
25,"Maternal mortality ratio","12","Florida","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",66.35067642,53.01498827,82.05723937
25,"Maternal mortality ratio","13","Georgia","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",100.903138,82.57729068,121.7270294
25,"Maternal mortality ratio","15","Hawaii","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",3.601544627,0.483513084,25.08420561
25,"Maternal mortality ratio","16","Idaho","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",74.15048677,14.21021006,359.095371
25,"Maternal mortality ratio","17","Illinois","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",21.82824272,11.96789458,38.54660562
25,"Maternal mortality ratio","18","Indiana","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",39.16820045,19.95798302,67.83044516
25,"Maternal mortality ratio","19","Iowa","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",24.29513443,8.069276175,70.89421129
25,"Maternal mortality ratio","20","Kansas","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",91.83357642,35.72132992,216.0924177
25,"Maternal mortality ratio","21","Kentucky","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",75.02502898,48.42473918,116.3688384
25,"Maternal mortality ratio","22","Louisiana","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",71.15699722,52.29401714,93.22205018
25,"Maternal mortality ratio","23","Maine","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",59.70718204,14.64283076,225.1834678
25,"Maternal mortality ratio","24","Maryland","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",60.65364045,45.57793644,82.07347137
25,"Maternal mortality ratio","25","Massachusetts","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",23.56914154,11.21218951,49.22561077
25,"Maternal mortality ratio","26","Michigan","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",55.40846288,34.83399952,86.55001617
25,"Maternal mortality ratio",NA,"Midwest Census Region","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",42.22573144,26.89469437,63.03301695
25,"Maternal mortality ratio","27","Minnesota","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",25.01193919,11.6958682,52.56846729
25,"Maternal mortality ratio","28","Mississippi","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",97.23292168,68.43378426,134.1775632
25,"Maternal mortality ratio","29","Missouri","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",38.11530379,20.92312414,68.87930731
25,"Maternal mortality ratio","30","Montana","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",95.3393767,8.050051291,810.242687
25,"Maternal mortality ratio","102","National","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",67.63021141,56.65179325,80.17692315
25,"Maternal mortality ratio","31","Nebraska","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",30.09326686,10.39627025,97.37695891
25,"Maternal mortality ratio","32","Nevada","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",29.60652245,11.37412388,70.30429962
25,"Maternal mortality ratio","33","New Hampshire","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",33.19937917,5.008271291,208.5498795
25,"Maternal mortality ratio","34","New Jersey","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",119.6475462,91.84959003,158.707169
25,"Maternal mortality ratio","35","New Mexico","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",57.56695746,13.83704907,246.227343
25,"Maternal mortality ratio","36","New York","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",109.9093223,86.55862773,135.0045268
25,"Maternal mortality ratio","37","North Carolina","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",73.99225192,52.85951022,102.3299799
25,"Maternal mortality ratio","38","North Dakota","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",12.99444126,1.974717895,83.24113921
25,"Maternal mortality ratio",NA,"Northeast Census Region","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",89.48196797,62.30913483,126.2619298
25,"Maternal mortality ratio","39","Ohio","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",59.66027758,37.11407887,91.09201196
25,"Maternal mortality ratio","40","Oklahoma","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",61.06826302,35.11670989,106.2766316
25,"Maternal mortality ratio","41","Oregon","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",27.61234517,5.86479615,126.3082252
25,"Maternal mortality ratio","42","Pennsylvania","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",72.24026464,55.58061362,93.27135831
25,"Maternal mortality ratio","44","Rhode Island","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",22.06316783,5.954977286,80.49974671
25,"Maternal mortality ratio",NA,"South Census Region","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",73.73101263,58.26607628,91.05868242
25,"Maternal mortality ratio","45","South Carolina","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",74.92273474,51.32576951,107.1288367
25,"Maternal mortality ratio","46","South Dakota","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",44.86791458,7.116866688,253.4530029
25,"Maternal mortality ratio","47","Tennessee","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",76.28412865,55.61995591,100.71587
25,"Maternal mortality ratio","48","Texas","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",54.36753188,42.88059349,69.5916917
25,"Maternal mortality ratio","49","Utah","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",34.03133947,5.665898959,167.8686724
25,"Maternal mortality ratio","50","Vermont","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",6.017233618,0.281039156,139.58219
25,"Maternal mortality ratio","51","Virginia","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",62.79375682,42.72472814,92.50362277
25,"Maternal mortality ratio","53","Washington","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",44.9161487,16.28344576,95.82666164
25,"Maternal mortality ratio",NA,"West Census Region","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",51.6083227,30.02661749,85.68101026
25,"Maternal mortality ratio","54","West Virginia","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",53.12888739,18.58182007,138.7980362
25,"Maternal mortality ratio","55","Wisconsin","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",39.78830023,19.65067727,76.38123151
25,"Maternal mortality ratio","56","Wyoming","Non-Hispanic Black",2,"Female",169,"10 to 54",2019,3,"Rate",14.80040446,1.030780969,187.203373
